start	end	text
0	4000	あれ?カスタムタイムがない
12000	16000	カスタムタイムがいないんだけど
20000	24000	カスタムタイムがどこにいるの?
30000	34000	カスタムタイムがない
40000	42000	ちょっと待って
42000	44000	あと15分なんだけど
44000	46000	まだついてない
46000	50000	カスタムタイムがない
60000	62000	遅れる?
64000	66000	ガセちゃん遅れんの?
76000	78000	いや待ち合わせここだよ
78000	80000	東北シネマズの
88000	90000	現地を
90000	94000	カスタムタイムがない
104000	108000	ミナジョコミツミコミはない
110000	114000	みんなが思うほど傾斜でいかない
120000	124000	カスタムタイムがない
140000	144000	アニメ版、旧劇場版、新劇場版
144000	146000	合わせの21回しかならない
150000	154000	ちょっとトイレに来た
180000	184000	カスタムタイムがない
244000	254000	東京都交通局8000系電車
274000	284000	東京都交通局8000系電車
304000	314000	東京都交通局8000系電車
334000	344000	東京都交通局8000系電車
364000	374000	東京都交通局8000系電車
394000	404000	東京都交通局8000系電車
424000	434000	東京都交通局8000系電車
454000	464000	東京都交通局8000系電車
484000	494000	東京都交通局8000系電車
514000	524000	東京都交通局8000系電車
