start	end	text
0	2000	いやー sermon ちゃーん
2000	24320	お前の待ち合わせはな
27680	29500	喉 乾 了
29500	30300	飲めないんだけど
30300	31140	喉かわいい
31140	31740	あー詰めない
31740	61740	🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥�
61740	63280	🙇‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍
63280	66520	🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
66520	68520	もうちょっとカメラ後ろのほうがいいか
68520	69420	ねえ 決めてない
69420	70620	配信しなくていい
70620	71120	めんどくさい
71120	71720	編集をし
71720	73120	配信するかちゃう
73120	74120	大体だからないか
74120	74620	それさあ
74620	75120	あでも
75120	75620	おにきたき
75620	76120	おにきたき
76120	76620	おに
76620	77120	よりより
77120	77620	うまい
77620	78620	2人じゃ止まれない
78620	79120	ねえ配信
79120	80120	配信しないよ
80120	80620	何の
80620	81120	あの
81120	81620	シャワー
81620	82120	使う
82120	83120	配信誰が求めるの
83120	84820	求められてはないかもしん
84820	85620	さあホテルが
85620	86120	配信
86120	86620	配信
86620	87120	電脱
87120	87520	配信ってで
87520	88020	で
88020	88520	いいのか
88520	89020	ユニバス
89020	89520	ユニ
89520	90020	ユニ
90020	90520	ドア
90520	91020	回から
91020	91520	回
91520	92020	何
92020	92520	何か
92520	93020	飲みながら
93020	93520	何か
93520	94020	新宿
94020	94520	新宿
94520	95020	西
95020	96020	に行ってもしょうがないから
96020	96520	今から
96520	97520	新宿
